actorid,name,date_of_birth,birth_city,birth_country,height_inches,biography,gender,ethnicity,networth
1393,Alan Alda,1936-01-28,Manhattan,USA,74,"Alan Alda was born on January 28, 1936 in Manhattan, New York City, New York, USA as Alphonso Joseph D'Abruzzo. He is known for his work on M*A*S*H (1972), The Four Seasons (1981) and Crimes and Misdemeanors (1989). He has been married to Arlene Alda since March 15, 1957. They have three children.",Male,White,40000000
2138,Alan Arkin,1934-03-26,Brooklyn,USA,69,"Alan Arkin is an Academy Award-winning American actor who is also an acclaimed director, producer, author, singer and composer. He was born Alan Wolf Arkin on March 26, 1934, in Brooklyn, New York. His family were Jewish emigrants from Russia and Germany. In 1946, the Arkins moved from Brooklyn to Los Angeles, California. His father, David I. Arkin...",Male,White,15000000
1468,Alan Cumming,1965-01-27,Aberfeldy,UK,61,"Alan Cumming was born on January 27, 1965, in Aberfeldy, Scotland, to Mary (Darling), an insurance company secretary, and Alex Cumming. His family lived nearby in Dunkeld, where his father was a forester for Atholl Estate. The family (including his brother, Tom) moved to Fassfern near Fort William, before moving to the east coast of Scotland in ...",Male,White,5000000
1524,Alan Howard,1937-08-05,London,UK,72,"Alan Howard was born on August 5, 1937 in London, England as Alan Mackenzie Howard. He was an actor, known for The Lord of the Rings: The Fellowship of the Ring (2001), The Cook, the Thief, His Wife Her Lover (1989) and A Perfect Spy (1987). He was married to Sally Beauman and Stephanie Hinchcliffe Davies. He died on February 14, 2015 in ...",Male,White,36000000000
1515,Alan King,1927-12-26,New York City,USA,61,"Alan King was born on December 26, 1927 in New York City, New York, USA as Irwin Alan Kniberg. He was an actor and producer, known for Casino (1995), Rush Hour 2 (2001) and Cat's Eye (1985). He was married to Jeanette Sprung. He died on May 9, 2004 in Manhattan, New York City.",Male,White,10000000
405,Alan Rickman,1946-02-21,Hammersmith,UK,73,"Alan Rickman was born on a council estate in Acton, West London, to Margaret Doreen Rose (Bartlett), of English and Welsh descent, and Bernard Rickman, of Irish descent, who worked at a factory. Alan Rickman had an older brother (David), a younger brother (Michael), and a younger sister (Sheila). When Alan was 8 years old, his father died. He ...",Male,White,16000000
2569,Alan Ritchson,1984-11-28,Grand Forks,USA,74,"Alan Ritchson has carved a space for himself on both the large and small screens since he made the trek from a small town in Florida to Los Angeles. Alan Michael Ritchson was born in Grand Forks, North Dakota, to Vickie (Harrell), a high school teacher, and David Ritchson, a U.S. Air Force Chief Master Sergeant. He is of Czech, English, and German ...",Male,White,3000000
718,Alan Ruck,1956-07-01,Cleveland,USA,61,"Alan Ruck was born on July 1, 1956 in Cleveland, Ohio, and has made over 100 appearances in films and television, and on stage. He is best known for his role as the friend of Matthew Broderick and hopeless hypochondriac Cameron Frye, in John Hughes's Ferris Bueller's Day Off (1986). During the 1980s he appeared in films such as Class (1983) with ...",Male,White,10000000
884,Alan Tall,1945-05-12,,,,"Alan Tall is an actor, known for Braveheart (1995), Gunfight at the Joe Kaye Corral (1983) and The Gift (1991).",Male,White,
1593,Alan Tudyk,1971-03-16,El Paso,USA,61,"Alan Tudyk was born in El Paso, Texas, and grew up in Plano, where he attended Plano Sr. High. In 1990, he went on to study drama at Lon Morris Jr. College. While there, he was awarded the Academic Excellence Award for Drama. He was also named Most Likely to Succeed and Sophomore Beau. During this time, Alan was also an active member of the Delta ...",Male,White,2000000
1715,Albert Brooks,1947-07-22,Beverly Hills,USA,61,"Albert Brooks was born on July 22, 1947 in Beverly Hills, California, USA as Albert Lawrence Einstein. He is an actor and writer, known for Drive (2011), Broadcast News (1987) and Defending Your Life (1991). He has been married to Kimberly Shlain since March 15, 1997. They have two children.",Male,Jewish,30000000
1383,Albert Finney,1936-05-09,Salford,UK,69,"The son of a Lancashire bookmaker, Albert Finney came to motion pictures via the theatre. In 1956, he won a scholarship to RADA where his fellow alumni included Peter O'Toole and Alan Bates. He joined the Birmingham Repertory where he excelled in plays by William Shakespeare. A member of the Royal Shakespeare Company, Finney understudied Laurence ...",Male,English,10000000
247,Alec Baldwin,1958-04-03,Massapequa,USA,61,"Alec Baldwin is the oldest, and best-known, of the four Baldwin brothers in the acting business (the others are Stephen Baldwin, William Baldwin and Daniel Baldwin). Alexander Rae Baldwin III was born on April 3, 1958 in Massapequa, New York, the son of Carol Newcomb (nee Martineau) Baldwin and Alexander Rae Baldwin Jr., a high school teacher and ...",Male,White,60000000
1080,Alessandro Nivola,1972-06-28,Boston,USA,69,"Alessandro Nivola was born on June 28, 1972 in Boston, Massachusetts, USA as Alessandro Antine Nivola. He is an actor and producer, known for Face/Off (1997), Jurassic Park III (2001) and American Hustle (2013). He has been married to Emily Mortimer since January 3, 2003. They have two children.",Male,Italian,3000000
197,Alex Bruhanski,,,,,"Alex Bruhanski is an actor, known for Bird on a Wire (1990), Look Who's Talking Too (1990) and The Possession (2012).",Male,White,700000
1330,Alex D. Linz,1989-01-03,Santa Barbara,USA,68,"Alex D. Linz was born on January 3, 1989 in Santa Barbara, California, USA as Alexander David Linz. He is an actor, known for Home Alone 3 (1997), One Fine Day (1996) and Tarzan (1999).",Male,German,400000
170,Alex Hyde-White,1959-01-30,London,UK,71,"London born, raised in SoCal in Palm Springs. PSHS Alum lettered in baseball, tennis and golf. Attended Georgetown University in Washington, DC for a year when he was 16. Became contract player at Universal Studios, as part of the last group to be under the long-term Hollywood contract. Played Broadway when he was 23. Starred in first film at the ...",Male,White,5000000
1076,Alex McArthur,1957-03-06,Telford,USA,73,"Alex McArthur was born on March 6, 1957 in Telford, Pennsylvania, USA. He is an actor and cinematographer, known for Kiss the Girls (1997), Desert Hearts (1985) and Conspiracy Theory (1997).",Male,,1500000
2294,Alexa Davalos,1982-05-28,Paris,France,68,"Alexa Davalos was born in Paris, France, to American parents, Jeff Dunas, a photographer, and Elyssa Davalos, an actress. Her father's family were Jewish immigrants (from Russia and Lithuania). After a quintessentially bohemian childhood that found her straddling New York, Paris, Italy and Los Angeles, Alexa Davalos headed to Manhattan. In the Big...",Female,American,4000000
1466,Alexa PenaVega,1988-08-27,Miami,USA,61,"Alexa Ellesse PenaVega (n�e Vega; born August 27, 1988) is an American actress and singer. She is known for her role as Carmen Cortez in the Spy Kids film series and Shilo Wallace in the film Repo! The Genetic Opera (2008). In 2009, she starred as the title character Ruby Gallagher in the ABC Family series Ruby The Rockits.",Female,Columbian,8000000
1717,Alexander Gould,1994-05-04,Los Angeles,USA,68,"Gould was born and raised in Los Angeles, California. He began acting at the age of two and is perhaps best known for providing the voice of the title character of Disney/Pixar's film Finding Nemo (2003) and starring as Shane Botwin on the Showtime dark comedy-drama series Weeds (2005). His on-camera credits include guest spots on the television ...",Male,American,4800000
763,Alexis Cruz,1974-09-29,The Bronx,USA,68,"Alexis Cruz (SAG-AFTRA) is a veteran actor, and writer-director-producer. He starred in the title role in HBO's Emmy winning ""P.O.W.E.R.: The Eddie Matos Story"", in ""The Old Man and the Sea"" opposite Anthony Quinn, in Larry McMurtry's ""The Streets of Laredo"" with Sam Shepard and Sissy Spacek, as well as ""Stargate"" with Kurt Russell and James ...",Male,Puerto Rico,87000000
939,Alfre Woodard,1952-11-08,Tulsa,USA,63,"Alfre Woodard was born on November 8, 1952 in Tulsa, Oklahoma, the youngest of three children of Constance, a homemaker, and Marion H. Woodard, an interior designer. She was named by her godmother, who claimed she saw a vision of Alfre's name written out in gold letters. A former high school cheerleader and track star, she got the acting bug after...",Female,African American,13000000
784,Alfred Molina,1953-05-24,London,UK,74,"Alfred Molina was born in 1953 in London, England. His mother, Giovanna (Bonelli), was an Italian-born cook and cleaner, and his father, Esteban Molina, was a Spanish-born waiter and chauffeur. He studied at the Guildhall School of Music and Drama, London. His stage work includes two major Royal National Theatre productions, Tennessee Williams' ""...",,,8000000
1720,Ali Astin,1996-11-27,California,USA,64,"Ali Astin was born on November 27, 1996 in California, USA as Alexandra Louise Astin. She is an actress, known for The Lord of the Rings: The Return of the King (2003), Bad Kids of Crestview Academy (2017) and Two Rings (2019).",Female,American,12000000
2089,Alice Braga,1983-04-15,S�o Paulo,Brazil,64,"Alice Braga Moraes born April 15, 1983 is a Brazilian actress. She has appeared in several Brazilian films, most notably as Ang�lica in 2002's highly acclaimed City of God and as Karina in 2005's Lower City. She came to international prominence after appearing opposite Will Smith in I Am Legend (2007) and has since become a familiar face in ...",Female,Portuguese,2000000
830,Alicia Witt,1975-08-21,Worcester,USA,68,"Actor/singer songwriter Alicia Witt has had a nearly three-decade long career, starting with her film debut, in 1984, as ""Alia"" in David Lynch's science fiction classic, Dune (1984). Witt was born in Worcester, Massachusetts, to Diane (Pietro), a high school teacher, and Robert Witt, a photographer and science teacher. Her ancestry includes Irish, ...",Female,American,4000000
1742,Alima Ashton-Sheibu,,Sydney,Australia,,"Alima Ashton was born in Sydney, Australia in 1996. She began her acting career at the age of 5, appearing in various television commercials screened in America. She is best known for her role in 'The Matrix Reloaded"", acting as link's niece. Alima also appeared in Marcia Hines film clip, ""Shower the People"" at the age of 7. Alima was last seen in...",Female,Australian,
2554,Alison Brie,1982-12-29,Los Angeles County,USA,63,"Alison Brie was born in Hollywood, California, to Joanne (Brenner), who worked at a non-profit child care agency, and Charles Terry Schermerhorn, a musician and entertainment reporter. Her mother is Jewish and her father has Scottish, Dutch, English, German, and Norwegian ancestry. Brie grew up in the Los Angeles suburb of South Pasadena. ...",Female,,10000000
143,Alison Doody,1966-11-11,Dublin,Ireland,69,"Alison Doody was born in Dublin in 1966, in a well-off family. She is the youngest of three children. She was educated in a convent, where she gained a passion for the arts. She later studied at the National College of Fine Arts in Dublin, but left because she lacked the motivation and thought she would take a year off to think it out. Meanwhile, ...",Female,White,
59,Allelon Ruggiero,1971-03-05,Philadelphia,USA,70,,Male,White,
1260,Allen Covert,1964-10-13,Palm Beach County,USA,69,"Allen Covert was born on October 13, 1964 in Palm Beach County, Florida, USA as Allen Stephen Covert. He is an actor and producer, known for Grandma's Boy (2006), 50 First Dates (2004) and Little Nicky (2000). He is married to Kathryn Ashley Hagstrom. They have one child.",Male,,10000000
445,Anna Levine,1953-09-18,New York City,USA,,"Anna Levine was born on September 18, 1953 in New York City, New York, USA as Anna Kluger Levine. She is an actress, known for True Romance (1993), Unforgiven (1992) and The Crow (1994).",Female,,
1406,Anna Maria Horsford,1948-03-06,New York City,USA,68,"Anna Maria Horsford was born and raised in Harlem, New York. Her parents immigrated to the United States from the island nation Antigua Barbuda, in the West Indies (then a British colony), during the 1940s. Anna grew up not really feeling American but not West Indian either, just somewhere in between. However, she vacationed in the Caribbean, ...",,,500000
1401,Anna Paquin,1982-07-24,Winnipeg,Canada,64,"Anna Paquin is the first millennial to have received an Academy Award nomination for acting, and the first to win. She was born in Winnipeg, Manitoba, Canada, in 1982, to Mary (Brophy), an English teacher from Wellington, New Zealand, and Brian Paquin, a Canadian phys-ed teacher. Anna moved to her mother's native country when she was four years old...",,,14000000
